oem,model,rssi correction,tx,calibration confidence
Coolpad,Vodafone Smart 4,-11,-18,1
Coolpad,Vodafone Smart 4 turbo,-11,-18,1
Coolpad,Vodafone Smart 4G,-11,-18,1
Coolpad,YL-Coolpad 9960,-11,-18,1
Coolpad,coolpad E2,-11,-18,1
Coolpad,cp3636a,-11,-18,1
Coolpad,cp3648A,-11,-18,1
Coolpad,cp3648AT,-11,-18,1
Coolpad,cp3705A,-11,-18,1
Coolpad,ivvi SK5,-11,-18,1
Coolpad,ivvi SK5_S,-11,-18,1
Coolpad,ivvi SS1-03,-11,-18,1
Coolpad,ivvi SS2-01,-11,-18,1
Coolpad,ivvi V1M-S,-11,-18,1
Coolpad,ivvi i1,-11,-18,1
Coolpad,ivvi i1-01,-11,-18,1
Coolpad,ivvi i1-S,-11,-18,1
Coolpad,ivvi i3-01,-11,-18,1
Coolpad,ivvi i3-M1,-11,-18,1
Coolpad,ivvi i3P-02,-11,-18,1
Essential Products,Essential,-3,-24,1
Essential Products,PH-1,-3,-24,2
Google,AOSP on IA Emulator,-6,-31,1
Google,ASUS Chromebook C213NA,-6,-31,1
Google,Acer Chromebook 14 (CB3-431),-6,-31,1
Google,Android SDK built for x86,-6,-31,1
Google,Android SDK built for x86_64,-6,-31,1
Google,Automotive SDK built for x86,-6,-31,1
Google,Braswell Chrome OS Device,-6,-31,1
Google,Chromebook 14 (CB3-431),-6,-31,1
Google,Chromebox Reference,-6,-31,1
Google,GT-I9505G,-6,-31,1
Google,Google Chromebook Pixel (2015),-6,-31,1
Google,Google Pixel Slate,-6,-31,1
Google,Google Pixelbook,-6,-31,1
Google,Intel Apollo Lake Chromebook,-6,-31,1
Google,Intel Braswell Chromebook,-6,-31,1
Google,Lenovo N23 Yoga/Flex 11 Chromebook,-6,-31,1
Google,Mediatek MT8173 Chromebook,-6,-31,1
Google,Mediatek MTK8173 Chromebook,-6,-31,1
Google,Pixel,-15,-28,2
Google,Pixel 2,-6,-31,1
Google,Pixel 2 XL,-6,-31,1
Google,Pixel 3,-4,-34,2
Google,Pixel 3 XL,-6,-31,1
Google,Pixel 3a,-5,-39,2
Google,Pixel 3a XL,-7,-35,2
Google,Pixel 4,5,-28,2
Google,Pixel 4 XL,-3,-26,2
Google,Pixel C,-6,-31,1
Google,Pixel Slate,-6,-31,1
Google,Pixel XL,-11,-34,2
Google,Project Tango Tablet Development Kit,-6,-31,1
Google,RK3288 Chrome OS Device,-6,-31,1
Google,Rockchip RK3288 Chromebook,-6,-31,1
Google,Yellowstone,-6,-31,1
Google,coral,-6,-31,1
Google,fizz,-6,-31,1
Google,grunt,-6,-31,1
Google,hatch,-6,-31,1
Google,kukui,-6,-31,1
Google,nami,-6,-31,1
Google,nocturne,-6,-31,1
Google,octopus,-6,-31,1
Google,rammus,-6,-31,1
Google,reef,-6,-31,1
HTC,001HT,-3,-30,1
HTC,0PAJ5,-3,-30,1
HTC,0PCV1,-3,-30,1
HTC,0PJA10,4,-30,1
HTC,0PJA2,4,-30,1
HTC,0PM92,-3,-30,1
HTC,2PQ93,1,-28,1
HTC,2PS64,-2,-41,2
HTC,2PZC5,-6,-26,1
HTC,2Q74100,-3,-30,1
HTC,2Q8L10000,-3,-30,1
HTC,601HT,-4,-23,1
HTC,710C,-3,-30,1
HTC,831C,-3,-30,1
HTC,A37 DUGL,-3,-30,1
HTC,ADR6300,-3,-30,1
HTC,ADR6325,-3,-30,1
HTC,ADR6330VW,-3,-30,1
HTC,ADR6350,-3,-30,1
HTC,ADR6400L,-3,-30,1
HTC,ADR6410LRA,-3,-30,1
HTC,ADR6410LVW,-3,-30,1
HTC,ADR6410OM,-3,-30,1
HTC,ADR6425LVW,-3,-30,1
HTC,C525c,-3,-30,1
HTC,Desire HD,-3,-30,1
HTC,Desire L by HTC,-3,-30,1
HTC,ERA G2 Touch,-3,-30,1
HTC,EVO,-3,-30,1
HTC,EXODUS 1,-3,-30,1
HTC,Eris,-3,-30,1
HTC,HERO200,-3,-30,1
HTC,HTC 0P6B9,-3,-30,1
HTC,HTC 0P6B900,-3,-30,1
HTC,HTC 0P9C8,-3,-30,1
HTC,HTC 0P9O30,-3,-30,1
HTC,HTC 0PAJ4,-3,-30,1
HTC,HTC 0PCV20,-3,-30,1
HTC,HTC 0PE64,-3,-30,1
HTC,HTC 0PE65,-3,-30,1
HTC,HTC 0PF11,-3,-30,1
HTC,HTC 0PF120,-3,-30,1
HTC,HTC 0PFH11,-3,-30,1
HTC,HTC 0PFH2,-3,-30,1
HTC,HTC 0PFJ4,-3,-30,1
HTC,HTC 0PGQ1,-3,-30,1
HTC,HTC 0PJA10,4,-30,1
HTC,HTC 0PK71,-3,-30,1
HTC,HTC 0PK72,-3,-30,1
HTC,HTC 0PKX2,-3,-30,1
HTC,HTC 0PL31,-3,-30,1
HTC,HTC 0PL41,-3,-30,1
HTC,HTC 0PL4100,-3,-30,1
HTC,HTC 0PLA1,-3,-30,1
HTC,HTC 0PM11,-3,-30,1
HTC,HTC 0PM31,-3,-30,1
HTC,HTC 0PM912,-3,-30,1
HTC,HTC 0PM92,-3,-30,1
HTC,HTC 10,-3,-36,2
HTC,HTC 10 Lifestyle,-2,-41,1
HTC,HTC 10 evo,-3,-30,1
HTC,HTC 2PNT1,-3,-30,1
HTC,HTC 2PQ83,-3,-30,1
HTC,HTC 2PQ84,-3,-30,1
HTC,HTC 2PQ910,-3,-30,1
HTC,HTC 2PRE2,-3,-30,1
HTC,HTC 2PRE4,-3,-30,1
HTC,HTC 2PRG100,-3,-30,1
HTC,HTC 2PS5200,-3,-30,1
HTC,HTC 2PS6200,-2,-41,1
HTC,HTC 2PS63,-2,-41,1
HTC,HTC 2PST1,-4,-33,1
HTC,HTC 2PST2,-3,-30,1
HTC,HTC 2PST3,-3,-30,1
HTC,HTC 2PST5,-3,-30,1
HTC,HTC 2PUK1,-3,-30,1
HTC,HTC 2PUK2,-3,-30,1
HTC,HTC 2PVD1,-3,-30,1
HTC,HTC 2PVG2,-3,-30,1
HTC,HTC 2PWD1,-3,-30,1
HTC,HTC 2PWD2,-3,-30,1
HTC,HTC 2PXH1,-3,-30,1
HTC,HTC 2PXH2,-3,-30,1
HTC,HTC 2PXH3,-3,-30,1
HTC,HTC 2PYA3,-3,-30,1
HTC,HTC 2PYR1,-3,-30,1
HTC,HTC 2PZC100,-4,-23,1
HTC,HTC 2PZF1,-18,-23,1
HTC,HTC 2PZM3,-3,-30,1
HTC,HTC 2PZS1,-3,-30,1
HTC,HTC 2Q4D200,-3,-28,1
HTC,HTC 2Q4R1,-3,-30,1
HTC,HTC 2Q4R100,-3,-30,1
HTC,HTC 2Q4R300,-3,-30,1
HTC,HTC 2Q4R400,-3,-30,1
HTC,HTC 2Q551,-3,-29,1
HTC,HTC 2Q551+,-3,-29,1
HTC,HTC 2Q55100,-3,-29,1
HTC,HTC 2Q552,-3,-29,1
HTC,HTC 2Q55300,-3,-30,1
HTC,HTC 2Q5V1,-3,-30,1
HTC,HTC 2Q5V200,-3,-30,1
HTC,HTC 2Q5W1,-3,-30,1
HTC,HTC 2Q5W2,-3,-30,1
HTC,HTC 2Q6E1,5,-32,1
HTC,HTC 2Q721,-3,-30,1
HTC,HTC 2Q7A100,-3,-30,1
HTC,HTC 301e,-3,-30,1
HTC,HTC 5060,-3,-30,1
HTC,HTC 5088,-3,-30,1
HTC,HTC 5G Hub,-3,-30,1
HTC,HTC 601e,-3,-30,1
HTC,HTC 606w,-3,-30,1
HTC,HTC 608t,-3,-30,1
HTC,HTC 609d,-3,-30,1
HTC,HTC 6160,-3,-30,1
HTC,HTC 619d,-3,-30,1
HTC,HTC 7088,-3,-30,1
HTC,HTC 709d,-3,-30,1
HTC,HTC 801e,-3,-30,1
HTC,HTC 802d,-3,-30,1
HTC,HTC 802t,-3,-30,1
HTC,HTC 802t 16GB,-3,-30,1
HTC,HTC 802w,-3,-30,1
HTC,HTC 803e,-3,-30,1
HTC,HTC 8060,-3,-30,1
HTC,HTC 8088,-3,-30,1
HTC,HTC 809d,-3,-30,1
HTC,HTC 8160,-3,-30,1
HTC,HTC 901e,-3,-30,1
HTC,HTC 9060,-3,-30,1
HTC,HTC 9088,-3,-30,1
HTC,HTC 919d,-3,-30,1
HTC,HTC A9w,1,-28,1
HTC,HTC Acquire,-3,-30,1
HTC,HTC Amaze 4G,-3,-30,1
HTC,HTC Aria,-3,-30,1
HTC,HTC Aria A6380,-3,-30,1
HTC,HTC Bee,-3,-30,1
HTC,HTC Butterfly,-3,-30,1
HTC,HTC Butterfly 2,-3,-30,1
HTC,HTC Butterfly s,-3,-30,1
HTC,HTC C2,-3,-30,1
HTC,HTC ChaCha A810b,-3,-30,1
HTC,HTC ChaCha A810e,-3,-30,1
HTC,HTC ChaChaCha A810e,-3,-30,1
HTC,HTC D10w,-3,-30,1
HTC,HTC D310w,-3,-30,1
HTC,HTC D316d,-3,-30,1
HTC,HTC D516d,-3,-30,1
HTC,HTC D516t,-3,-30,1
HTC,HTC D516w,-3,-30,1
HTC,HTC D610t,-3,-30,1
HTC,HTC D616w,-3,-30,1
HTC,HTC D626d,-3,-30,1
HTC,HTC D626t,-3,-30,1
HTC,HTC D626w,-3,-30,1
HTC,HTC D728w,-3,-30,1
HTC,HTC D816d,-3,-30,1
HTC,HTC D816e,-3,-30,1
HTC,HTC D816h,-3,-30,1
HTC,HTC D816t,-3,-30,1
HTC,HTC D816v,-3,-30,1
HTC,HTC D816w,-3,-30,1
HTC,HTC D820mt,-3,-30,1
HTC,HTC D820mu,-3,-30,1
HTC,HTC D820t,-3,-30,1
HTC,HTC D820ts,-3,-30,1
HTC,HTC D820u,-3,-30,1
HTC,HTC D820us,-3,-30,1
HTC,HTC D826d,-3,-30,1
HTC,HTC D826sw,-3,-30,1
HTC,HTC D826t,-3,-30,1
HTC,HTC D826w,-3,-30,1
HTC,HTC D828w,-3,-30,1
HTC,HTC D830u,-3,-30,1
HTC,HTC DLXUB1,-3,-30,1
HTC,HTC DLX_U,-3,-30,1
HTC,HTC Desire,-3,-30,1
HTC,HTC Desire 10 compact,-3,-30,1
HTC,HTC Desire 10 lifestyle,-3,-30,1
HTC,HTC Desire 10 pro,-3,-30,1
HTC,HTC Desire 12,-3,-30,1
HTC,HTC Desire 12 (2Q5V200),-3,-30,1
HTC,HTC Desire 12+,-3,-30,1
HTC,HTC Desire 12s,-3,-30,1
HTC,HTC Desire 19+,-3,-30,1
HTC,HTC Desire 19s,-3,-30,1
HTC,HTC Desire 200,-3,-30,1
HTC,HTC Desire 210 dual sim,-3,-30,1
HTC,HTC Desire 300,-3,-30,1
HTC,HTC Desire 310,-3,-30,1
HTC,HTC Desire 310 dual sim,-3,-30,1
HTC,HTC Desire 320,-3,-30,1
HTC,HTC Desire 326G dual sim,-3,-30,1
HTC,HTC Desire 400 dual sim,-3,-30,1
HTC,HTC Desire 500,-3,-30,1
HTC,HTC Desire 500 dual sim,-3,-30,1
HTC,HTC Desire 501,-3,-30,1
HTC,HTC Desire 501 dual sim,-3,-30,1
HTC,HTC Desire 510,-3,-30,1
HTC,HTC Desire 512,-3,-30,1
HTC,HTC Desire 516 dual sim,-3,-30,1
HTC,HTC Desire 526,-3,-30,1
HTC,HTC Desire 526G,-3,-30,1
HTC,HTC Desire 526G dual sim,-3,-30,1
HTC,HTC Desire 526GPLUS dual sim,-3,-30,1
HTC,HTC Desire 530,-4,-33,2
HTC,HTC Desire 550,-3,-30,1
HTC,HTC Desire 555,-3,-30,1
HTC,HTC Desire 600,-3,-30,1
HTC,HTC Desire 600 dual sim,-3,-30,1
HTC,HTC Desire 600c dual sim,-3,-30,1
HTC,HTC Desire 601,-3,-30,1
HTC,HTC Desire 601 dual sim,-3,-30,1
HTC,HTC Desire 610,-3,-30,1
HTC,HTC Desire 612,-3,-30,1
HTC,HTC Desire 616 dual sim,-3,-30,1
HTC,HTC Desire 620,-3,-30,1
HTC,HTC Desire 620G dual sim,-3,-30,1
HTC,HTC Desire 625,-3,-30,1
HTC,HTC Desire 626,-3,-30,1
HTC,HTC Desire 626 dual sim,-3,-30,1
HTC,HTC Desire 626G dual sim,-3,-30,1
HTC,HTC Desire 626GPLUS dual sim,-3,-30,1
HTC,HTC Desire 626s,-3,-30,1
HTC,HTC Desire 628,-3,-30,1
HTC,HTC Desire 628 dual sim,-3,-30,1
HTC,HTC Desire 630 dual sim,-3,-30,1
HTC,HTC Desire 650,-3,-30,1
HTC,HTC Desire 650 dual sim,-3,-30,1
HTC,HTC Desire 700 dual sim,-3,-30,1
HTC,HTC Desire 728,-3,-30,1
HTC,HTC Desire 728 dual sim,-3,-30,1
HTC,HTC Desire 728G dual sim,-3,-30,1
HTC,HTC Desire 816,-3,-30,1
HTC,HTC Desire 816 dual sim,-3,-30,1
HTC,HTC Desire 816G,-3,-30,1
HTC,HTC Desire 816G dual sim,-3,-30,1
HTC,HTC Desire 820,-3,-30,1
HTC,HTC Desire 820 dual sim,-3,-30,1
HTC,HTC Desire 820G PLUS dual sim,-3,-30,1
HTC,HTC Desire 820G dual sim,-3,-30,1
HTC,HTC Desire 820q dual sim,-3,-30,1
HTC,HTC Desire 820s dual sim,-3,-30,1
HTC,HTC Desire 825,-3,-30,1
HTC,HTC Desire 825 dual sim,-3,-30,1
HTC,HTC Desire 826 dual sim,-3,-30,1
HTC,HTC Desire 828,-3,-30,1
HTC,HTC Desire 828 dual sim,-3,-30,1
HTC,HTC Desire 830,-3,-30,1
HTC,HTC Desire 830 dual sim,-3,-30,1
HTC,HTC Desire C,-3,-30,1
HTC,HTC Desire Eye,-3,-30,1
HTC,HTC Desire HD A9191,-3,-30,1
HTC,HTC Desire L dual sim,-3,-30,1
HTC,HTC Desire P,-3,-30,1
HTC,HTC Desire Q,-3,-30,1
HTC,HTC Desire S,-3,-30,1
HTC,HTC Desire SV,-3,-30,1
HTC,HTC Desire U,-3,-30,1
HTC,HTC Desire U dual sim,-3,-30,1
HTC,HTC Desire V,-3,-30,1
HTC,HTC Desire VC,-3,-30,1
HTC,HTC Desire VC T328d,-3,-30,1
HTC,HTC Desire X,-3,-30,1
HTC,HTC Desire X dual sim,-3,-30,1
HTC,HTC Desire XC dual sim,-3,-30,1
HTC,HTC Dream,-3,-30,1
HTC,HTC E9pt,-3,-30,1
HTC,HTC E9pw,-3,-30,1
HTC,HTC E9t,-3,-30,1
HTC,HTC E9w,-3,-30,1
HTC,HTC EVARE_UL,-3,-30,1
HTC,HTC EVA_UTL,-3,-30,1
HTC,HTC EVO 3D X515a,-3,-30,1
HTC,HTC EVO 3D X515m,-3,-30,1
HTC,HTC EVO Design C715e,-3,-30,1
HTC,HTC Explorer,-3,-30,1
HTC,HTC Explorer A310b,-3,-30,1
HTC,HTC Explorer A310e,-3,-30,1
HTC,HTC Flyer,-3,-30,1
HTC,HTC Flyer P510e,-3,-30,1
HTC,HTC Flyer P511e,-3,-30,1
HTC,HTC Flyer P512,-3,-30,1
HTC,HTC Glacier,-3,-30,1
HTC,HTC Gratia A6380,-3,-30,1
HTC,HTC Hero,-3,-30,1
HTC,HTC Hero S,-3,-30,1
HTC,HTC Incredible E S715e,-3,-30,1
HTC,HTC Incredible S,-3,-30,1
HTC,HTC IncredibleS S710d,-3,-30,1
HTC,HTC Inspire 3D,-3,-30,1
HTC,HTC J Z321e,-3,-30,1
HTC,HTC K2_U,-3,-30,1
HTC,HTC K2_UL,-3,-30,1
HTC,HTC Kingdom,-3,-30,1
HTC,HTC Legend,-3,-30,1
HTC,HTC Liberty,-3,-30,1
HTC,HTC M10h,-2,-41,1
HTC,HTC M10u,-2,-41,1
HTC,HTC M8Et,-3,-30,1
HTC,HTC M8Ew,-3,-30,1
HTC,HTC M8Sd,-3,-30,1
HTC,HTC M8Ss,-3,-30,1
HTC,HTC M8St,-3,-30,1
HTC,HTC M8Sw,-3,-30,1
HTC,HTC M8d,-3,-30,1
HTC,HTC M8e,-3,-30,1
HTC,HTC M8si,-3,-30,1
HTC,HTC M8t,-3,-30,1
HTC,HTC M8w,-3,-30,1
HTC,HTC M9e,-3,-30,1
HTC,HTC M9et,-3,-30,1
HTC,HTC M9ew,-3,-30,1
HTC,HTC M9pt,-3,-30,1
HTC,HTC M9pw,-3,-30,1
HTC,HTC M9w,-3,-30,1
HTC,HTC Magic,-3,-30,1
HTC,HTC Mecha,-3,-30,1
HTC,HTC One,-3,-30,1
HTC,HTC One 801e,-3,-30,1
HTC,HTC One 801s,-3,-30,1
HTC,HTC One A9,1,-28,2
HTC,HTC One A9s,-3,-30,1
HTC,HTC One E9 dual sim,-3,-30,1
HTC,HTC One E9PLUS dual sim,-3,-30,1
HTC,HTC One E9s dual sim,-3,-30,1
HTC,HTC One M8s,-3,-30,1
HTC,HTC One M9,4,-30,2
HTC,HTC One M9PLUS,-3,-30,1
HTC,HTC One M9PLUS_Prime Camera Edition,-3,-30,1
HTC,HTC One M9_Prime Camera Edition,-3,-30,1
HTC,HTC One M9s,-3,-30,1
HTC,HTC One ME dual sim,-3,-30,1
HTC,HTC One S,-3,-30,1
HTC,HTC One S Special Edition,-3,-30,1
HTC,HTC One S9,-3,-30,1
HTC,HTC One SC,-3,-30,1
HTC,HTC One SC T528d,-3,-30,1
HTC,HTC One SV,-3,-30,1
HTC,HTC One SV BLK,-3,-30,1
HTC,HTC One V,-3,-30,1
HTC,HTC One VX,-3,-30,1
HTC,HTC One X,-3,-30,1
HTC,HTC One X+,-3,-30,1
HTC,HTC One X10,-3,-30,1
HTC,HTC One X9 dual sim,-3,-30,1
HTC,HTC One XL,-3,-30,1
HTC,HTC One dual 802d,-3,-30,1
HTC,HTC One dual sim,-3,-30,1
HTC,HTC One max,-3,-30,1
HTC,HTC One mini,-3,-30,1
HTC,HTC One mini 2,-3,-30,1
HTC,HTC One_E8,-3,-30,1
HTC,HTC One_E8 dual sim,-3,-30,1
HTC,HTC One_M8,-3,-30,1
HTC,HTC One_M8 Eye,-3,-30,1
HTC,HTC One_M8 dual sim,-3,-30,1
HTC,HTC PG09410,-3,-30,1
HTC,HTC PH39100,-3,-30,1
HTC,HTC PO091,-3,-30,1
HTC,HTC PO49120,-3,-30,1
HTC,HTC POO_U,-3,-30,1
HTC,HTC PROMIN_U,-3,-30,1
HTC,HTC PRO_DD,-3,-30,1
HTC,HTC PRO_DS,-3,-30,1
HTC,HTC Panache,-3,-30,1
HTC,HTC Raider X710e,-3,-30,1
HTC,HTC Rhyme S510b,-3,-30,1
HTC,HTC Ruby,-3,-30,1
HTC,HTC S720e,-3,-30,1
HTC,HTC Salsa C510b,-3,-30,1
HTC,HTC Salsa C510e,-3,-30,1
HTC,HTC Sensation,-3,-30,1
HTC,HTC Sensation 4G,-3,-30,1
HTC,HTC Sensation XE with Beats Audio,-3,-30,1
HTC,HTC Sensation XE with Beats Audio Z715a,-3,-30,1
HTC,HTC Sensation XE with Beats Audio Z715e,-3,-30,1
HTC,HTC Sensation XL with Beats Audio X315b,-3,-30,1
HTC,HTC Sensation XL with Beats Audio X315e,-3,-30,1
HTC,HTC Sensation Z710a,-3,-30,1
HTC,HTC Sensation Z710e,-3,-30,1
HTC,HTC Status,-3,-30,1
HTC,HTC T327w,-3,-30,1
HTC,HTC T328d,-3,-30,1
HTC,HTC T328w,-3,-30,1
HTC,HTC T329d,-3,-30,1
HTC,HTC U Play,-3,-30,1
HTC,HTC U Ultra,-18,-23,1
HTC,HTC U-1w,-18,-23,1
HTC,HTC U-3w,-4,-23,1
HTC,HTC U11,-6,-26,2
HTC,HTC U11 EYEs,-3,-30,1
HTC,HTC U11 life,-3,-30,1
HTC,HTC U11 plus,-3,-28,2
HTC,HTC U12 life,5,-32,2
HTC,HTC U12+,-3,-29,2
HTC,HTC V2,-3,-30,1
HTC,HTC V3,-3,-30,1
HTC,HTC VLE_U,-3,-30,1
HTC,HTC Velocity 4G,-3,-30,1
HTC,HTC Velocity 4G X710s,-3,-30,1
HTC,HTC Vision,-3,-30,1
HTC,HTC WF5w,-3,-30,1
HTC,HTC Wildfire,-3,-30,1
HTC,HTC Wildfire S,-3,-30,1
HTC,HTC Wildfire S A510b,-3,-30,1
HTC,HTC Wildfire S A510e,-3,-30,1
HTC,HTC Wildfire S A515c,-3,-30,1
HTC,HTC Wildfire X,-3,-30,1
HTC,HTC X920e,-3,-30,1
HTC,HTC X9u,-3,-30,1
HTC,HTC Z560e,-3,-30,1
HTC,HTC ZQ5W10000,-3,-30,1
HTC,HTC first,-3,-30,1
HTC,HTC-A510a,-3,-30,1
HTC,HTC-P715a,-3,-30,1
HTC,HTC-PG762,-3,-30,1
HTC,HTC-X315E,-3,-30,1
HTC,HTC-X710a,-3,-30,1
HTC,HTC-Z710a,-3,-30,1
HTC,HTC0P3P7,-3,-30,1
HTC,HTC0P4E1,-3,-30,1
HTC,HTC331ZLVW,-3,-30,1
HTC,HTC331ZLVWPP,-3,-30,1
HTC,HTC6435LRA,-3,-30,1
HTC,HTC6435LVW,-3,-30,1
HTC,HTC6500LVW,-3,-30,1
HTC,HTC6515LVW,-3,-30,1
HTC,HTC6525LVW,-3,-30,1
HTC,HTC6535LRA,4,-30,1
HTC,HTC6535LVW,4,-30,1
HTC,HTC6545LVW,-2,-41,1
HTC,HTC6600LVW,-3,-30,1
HTC,HTCD100LVW,-3,-30,1
HTC,HTCD100LVWPP,-3,-30,1
HTC,HTCD160LVW,-3,-30,1
HTC,HTCD160LVWPP,-3,-30,1
HTC,HTCD200LVW,-3,-30,1
HTC,HTCD200LVWPP,-3,-30,1
HTC,HTCEVODesign4G,-3,-30,1
HTC,HTCEVOV4G,-3,-30,1
HTC,HTC_0P3P5,-3,-30,1
HTC,HTC_0P4E2,-3,-30,1
HTC,HTC_0P6A1,-3,-30,1
HTC,HTC_0P6B,-3,-30,1
HTC,HTC_0P6B6,-3,-30,1
HTC,HTC_0P9C2,-3,-30,1
HTC,HTC_0P9O2,-3,-30,1
HTC,HTC_0PCV2,-3,-30,1
HTC,HTC_0PFJ50,-3,-30,1
HTC,HTC_0PJA10,4,-30,1
HTC,HTC_0PKV1,-3,-30,1
HTC,HTC_0PKX2,-3,-30,1
HTC,HTC_2Q4D100,-3,-28,1
HTC,HTC_603h,-3,-30,1
HTC,HTC_7060,-3,-30,1
HTC,HTC_709d,-3,-30,1
HTC,HTC_A510c,-3,-30,1
HTC,HTC_A9sx,-3,-30,1
HTC,HTC_A9u,1,-28,1
HTC,HTC_Amaze_4G,-3,-30,1
HTC,HTC_B810x,-3,-30,1
HTC,HTC_B830x,-3,-30,1
HTC,HTC_Butterfly_s_901s,-3,-30,1
HTC,HTC_D10i,-3,-30,1
HTC,HTC_D10u,-3,-30,1
HTC,HTC_D310n,-3,-30,1
HTC,HTC_D526h,-3,-30,1
HTC,HTC_D530u,-3,-30,1
HTC,HTC_D610x,-3,-30,1
HTC,HTC_D620h,-3,-30,1
HTC,HTC_D620u,-3,-30,1
HTC,HTC_D626ph,-3,-30,1
HTC,HTC_D626q,-3,-30,1
HTC,HTC_D626x,-3,-30,1
HTC,HTC_D628u,-3,-30,1
HTC,HTC_D630x,-3,-30,1
HTC,HTC_D650h,-3,-30,1
HTC,HTC_D728x,-3,-30,1
HTC,HTC_D816d,-3,-30,1
HTC,HTC_D816x,-3,-30,1
HTC,HTC_D820f,-3,-30,1
HTC,HTC_D820pi,-3,-30,1
HTC,HTC_D820ts,-3,-30,1
HTC,HTC_D820u,-3,-30,1
HTC,HTC_D820ys,-3,-30,1
HTC,HTC_D825u,-3,-30,1
HTC,HTC_D826y,-3,-30,1
HTC,HTC_D828g,-3,-30,1
HTC,HTC_D828x,-3,-30,1
HTC,HTC_D830x,-3,-30,1
HTC,HTC_Desire_200,-3,-30,1
HTC,HTC_Desire_300,-3,-30,1
HTC,HTC_Desire_320,-3,-30,1
HTC,HTC_Desire_500,-3,-30,1
HTC,HTC_E9pw,-3,-30,1
HTC,HTC_E9sx,-3,-30,1
HTC,HTC_E9x,-3,-30,1
HTC,HTC_Flyer_P512_NA,-3,-30,1
HTC,HTC_M10f,-3,-30,1
HTC,HTC_M10h,-2,-41,1
HTC,HTC_M8MINx,-3,-30,1
HTC,HTC_M8Sd,-3,-30,1
HTC,HTC_M8Sx,-3,-30,1
HTC,HTC_M8Sy,-3,-30,1
HTC,HTC_M8x,-3,-30,1
HTC,HTC_M910x,-3,-30,1
HTC,HTC_M9e,-3,-30,1
HTC,HTC_M9ew,-3,-30,1
HTC,HTC_M9pw,-3,-30,1
HTC,HTC_M9px,-3,-30,1
HTC,HTC_M9u,4,-30,1
HTC,HTC_One_XL,-3,-30,1
HTC,HTC_One_max,-3,-30,1
HTC,HTC_One_mini_2,-3,-30,1
HTC,HTC_One_mini_601e,-3,-30,1
HTC,HTC_P515E,-3,-30,1
HTC,HTC_PN071,-3,-30,1
HTC,HTC_PO582,-3,-30,1
HTC,HTC_S710E,-3,-30,1
HTC,HTC_S9u,-3,-30,1
HTC,HTC_U-1u,-18,-23,2
HTC,HTC_U-2u,-3,-30,1
HTC,HTC_U-3u,-2,-20,2
HTC,HTC_V1,-3,-30,1
HTC,HTC_X10u,-3,-30,1
HTC,HTC_X515E,-3,-30,1
HTC,HTC_X9u,-3,-30,1
HTC,HTL21,-3,-30,1
HTC,HTL22,-3,-30,1
HTC,HTL23,-3,-30,1
HTC,HTV31,-3,-30,1
HTC,HTV32,-2,-41,1
HTC,HTV33,-4,-23,1
HTC,HTX21,-3,-30,1
HTC,ISW12HT,-3,-30,1
HTC,ISW13HT,-3,-30,1
HTC,Inspire HD,-3,-30,1
HTC,MSM8996 for arm64,-2,-41,1
HTC,Nexus 9,-3,-30,1
HTC,Nexus One,-3,-30,1
HTC,PB99400,-3,-30,1
HTC,PC36100,-3,-30,1
HTC,PG06100,-3,-30,1
HTC,PG41200,-3,-30,1
HTC,PG86100,-3,-30,1
HTC,PH44100,-3,-30,1
HTC,Pulse,-3,-30,1
HTC,Sensation XL with Beats Audio,-3,-30,1
HTC,T-Mobile G2,-3,-30,1
HTC,T-Mobile G2 Touch,-3,-30,1
HTC,T-Mobile myTouch 3G,-3,-30,1
HTC,T-Mobile myTouch 3G Slide,-3,-30,1
HTC,T-Mobile_G2_Touch,-3,-30,1
HTC,USCCADR6230US,-3,-30,1
HTC,Wildfire E,-3,-30,1
HTC,Wildfire E1,-3,-30,1
HTC,Wildfire E1 Plus,-3,-30,1
HTC,X06HT,-3,-30,1
HTC,X2-HT,-3,-30,1
HTC,a37dj dugl,-3,-30,1
HTC,dopod A6288,-3,-30,1
HTC,myTouch_4G_Slide,-3,-30,1
Huawei,004HW,-5,-19,1
Huawei,007HW,-5,-19,1
Huawei,201HW,-5,-19,1
Huawei,204HW,-5,-19,1
Huawei,302HW,-5,-19,1
Huawei,402HW,-5,-19,1
Huawei,403HW,-5,-19,1
Huawei,503HW,-5,-19,1
Huawei,605HW,-5,-19,1
Huawei,606HW,-5,-19,1
Huawei,608HW,-5,-19,1
Huawei,701HW,-5,-19,1
Huawei,702HW,-5,-19,1
Huawei,704HW,-5,-19,1
Huawei,7D-501u,-5,-19,1
Huawei,A01HW,-5,-19,1
Huawei,AGS-L03,-5,-19,1
Huawei,AGS-L09,-5,-19,1
Huawei,AGS-W09,-5,-19,1
Huawei,AGS2-AL00,-5,-19,1
Huawei,AGS2-AL00HN,-5,-19,1
Huawei,AGS2-L03,-5,-19,1
Huawei,AGS2-L09,-5,-19,1
Huawei,AGS2-W09,-5,-19,1
Huawei,AGS2-W09HN,-5,-19,1
Huawei,AGS2-W19,-5,-19,1
Huawei,ALE-L02,-5,-19,1
Huawei,ALE-L21,-5,-19,1
Huawei,ALE-L23,-5,-19,1
Huawei,ALE-TL00,-5,-19,1
Huawei,ALE-UL00,-5,-19,1
