oem,model,rssi correction,tx,calibration confidence
Motorola,MotoG3-TE,1,-29,1
Motorola,MotoMB511,-3,-24,1
Motorola,MotoroiX,-3,-24,1
Motorola,Motorola Electrify,-3,-24,1
Motorola,Motorola MOT-XT681,-3,-24,1
Motorola,Motorola RAZR MAXX,-3,-24,1
Motorola,Motorola Titanium,-3,-24,1
Motorola,Motorola XT720,-3,-24,1
Motorola,Motorola-XT502,-3,-24,1
Motorola,Motorola_HS1,-3,-24,1
Motorola,Motorola_i1,-3,-24,1
Motorola,Nexus 6,14,-46,2
Motorola,RAZR HD,-3,-24,1
Motorola,Titanium,-3,-24,1
Motorola,WX442,-3,-24,1
Motorola,WX445,-3,-24,1
Motorola,XOOM 2,-3,-24,1
Motorola,XOOM 2 ME,-3,-24,1
Motorola,XT0000,-3,-24,1
Motorola,XT1002,-5,0,1
Motorola,XT1003,-5,0,1
Motorola,XT1008,-5,0,1
Motorola,XT1019,-3,-24,1
Motorola,XT1021,-3,-24,1
Motorola,XT1022,-3,-24,1
Motorola,XT1023,-3,-24,1
Motorola,XT1025,-3,-24,1
Motorola,XT1028,-5,0,1
Motorola,XT1030,-3,-24,1
Motorola,XT1031,-5,0,1
Motorola,XT1032,-3,-24,1
Motorola,XT1033,-5,0,1
Motorola,XT1034,-5,0,2
Motorola,XT1039,-3,-24,1
Motorola,XT1040,-3,-24,1
Motorola,XT1042,-3,-24,1
Motorola,XT1045,-3,-24,1
Motorola,XT1049,-3,-24,1
Motorola,XT1050,-3,-24,1
Motorola,XT1052,-3,-24,1
Motorola,XT1053,-3,-24,1
Motorola,XT1055,-3,-24,1
Motorola,XT1056,-3,-24,1
Motorola,XT1058,-3,-24,1
Motorola,XT1060,-3,-24,1
Motorola,XT1063,-3,-24,1
Motorola,XT1064,-3,-24,1
Motorola,XT1068,-3,-24,1
Motorola,XT1069,-3,-24,1
Motorola,XT1072,-3,-24,1
Motorola,XT1077,-3,-24,1
Motorola,XT1078,-3,-24,1
Motorola,XT1079,-3,-24,1
Motorola,XT1080,-1,-31,2
Motorola,XT1085,-3,-24,1
Motorola,XT1092,-3,-24,1
Motorola,XT1093,-3,-24,1
Motorola,XT1094,-3,-24,1
Motorola,XT1095,-3,-24,1
Motorola,XT1096,-3,-24,1
Motorola,XT1097,-3,-24,1
Motorola,XT1098,-3,-24,1
Motorola,XT1225,-3,-24,1
Motorola,XT1250,-3,-24,1
Motorola,XT1254,-3,-24,1
Motorola,XT1526,-3,0,1
Motorola,XT1528,-3,0,1
Motorola,XT1528O,-3,0,1
Motorola,XT1562,-3,-24,1
Motorola,XT1563,-3,-24,1
Motorola,XT1564,-3,-24,1
Motorola,XT1565,-3,-24,1
Motorola,XT1570,-3,-24,1
Motorola,XT1572,-3,-24,1
Motorola,XT1575,-3,-32,2
Motorola,XT1580,-3,-24,1
Motorola,XT1581,-3,-24,1
Motorola,XT1585,-3,-24,1
Motorola,XT1609,4,-33,2
Motorola,XT1635-01,-5,-16,2
Motorola,XT1635-02,-3,-24,1
Motorola,XT1635-03,-3,-24,1
Motorola,XT1650,-11,-29,2
Motorola,XT1650-05,-3,-24,1
Motorola,XT1700,-3,-24,1
Motorola,XT1706,-4,-23,2
Motorola,XT1710-02,-4,-21,1
Motorola,XT1710-08,-4,-21,1
Motorola,XT1710-11,-4,-21,1
Motorola,XT1754,-3,-24,1
Motorola,XT1755,-3,-24,1
Motorola,XT1789-05,-3,-24,1
Motorola,XT1790,-3,-24,1
Motorola,XT1799-1,-3,-24,1
Motorola,XT1799-2,-3,-24,1
Motorola,XT1924-9,4,-22,1
Motorola,XT1925-10,-3,-24,1
Motorola,XT1929-15,-7,-27,1
Motorola,XT1941-2,-3,-24,1
Motorola,XT1942-1,-3,-24,1
Motorola,XT1943-1,-3,-24,1
Motorola,XT1965-6,-3,-24,1
Motorola,XT1970-5,-3,-24,1
Motorola,XT300,-3,-24,1
Motorola,XT301,-3,-24,1
Motorola,XT303,-3,-24,1
Motorola,XT305,-3,-24,1
Motorola,XT311,-3,-24,1
Motorola,XT316,-3,-24,1
Motorola,XT317,-3,-24,1
Motorola,XT319,-3,-24,1
Motorola,XT320,-3,-24,1
Motorola,XT321,-3,-24,1
Motorola,XT389,-3,-24,1
Motorola,XT390,-3,-24,1
Motorola,XT530,-3,-24,1
Motorola,XT531,-3,-24,1
Motorola,XT532,-3,-24,1
Motorola,XT535,-3,-24,1
Motorola,XT550,-3,-24,1
Motorola,XT555C,-3,-24,1
Motorola,XT556,-3,-24,1
Motorola,XT557,-3,-24,1
Motorola,XT560,-3,-24,1
Motorola,XT603,-3,-24,1
Motorola,XT605,-3,-24,1
Motorola,XT610,-3,-24,1
Motorola,XT611,-3,-24,1
Motorola,XT615,-3,-24,1
Motorola,XT621,-3,-24,1
Motorola,XT626,-3,-24,1
Motorola,XT627,-3,-24,1
Motorola,XT682,-3,-24,1
Motorola,XT685,-3,-24,1
Motorola,XT687,-3,-24,1
Motorola,XT701,-3,-24,1
Motorola,XT702,-3,-24,1
Motorola,XT711,-3,-24,1
Motorola,XT720,-3,-24,1
Motorola,XT800,-3,-24,1
Motorola,XT800+,-3,-24,1
Motorola,XT800W,-3,-24,1
Motorola,XT806,-3,-24,1
Motorola,XT830C,-3,-24,1
Motorola,XT860,-3,-24,1
Motorola,XT881,-3,-24,1
Motorola,XT882,-3,-24,1
Motorola,XT885,-3,-24,1
Motorola,XT886,-3,-24,1
Motorola,XT890,-3,-24,1
Motorola,XT897,-3,-24,1
Motorola,XT897S,-3,-24,1
Motorola,XT901,-3,-24,1
Motorola,XT905,-3,-24,1
Motorola,XT907,-3,-24,1
Motorola,XT910,-3,-24,1
Motorola,XT910K,-3,-24,1
Motorola,XT910S,-3,-24,1
Motorola,XT914,-3,-24,1
Motorola,XT915,-3,-24,1
Motorola,XT916,-3,-24,1
Motorola,XT918,-3,-24,1
Motorola,XT919,-3,-24,1
Motorola,XT920,-3,-24,1
Motorola,XT925,-3,-24,1
Motorola,XT937C,-5,0,1
Motorola,XT939G,-5,0,1
Motorola,Xoom,-3,-24,1
Motorola,calgary,-3,-24,1
Motorola,i867,-3,-24,1
Motorola,i940,-3,-24,1
Motorola,morrison,-3,-24,1
Motorola,moto e,-3,-24,1
Motorola,moto e(6) plus,-3,-24,1
Motorola,moto e(6s),-3,-24,1
Motorola,moto e5,-3,-24,1
Motorola,moto e5 (XT1920DL),-3,-24,1
Motorola,moto e5 cruise,-3,-24,1
Motorola,moto e5 go,-3,-24,1
Motorola,moto e5 play,-4,-28,2
Motorola,moto e5 plus,4,-22,2
Motorola,moto e5 supra,4,-22,1
Motorola,moto e6,-3,-24,1
Motorola,moto e6 (XT2005DL),-3,-24,1
Motorola,moto e6 play,-3,-24,1
Motorola,moto e6s,-3,-24,1
Motorola,moto g fast,-3,-24,1
Motorola,moto g power,-3,-24,1
Motorola,moto g power (XT2041DL),-3,-24,1
Motorola,moto g stylus,-3,-24,1
Motorola,moto g(6),-3,-24,1
Motorola,moto g(6) (XT1925DL),-3,-24,1
Motorola,moto g(6) play,-4,-21,2
Motorola,moto g(6) plus,-3,-24,1
Motorola,moto g(7),-6,-20,2
Motorola,moto g(7) optimo (XT1952DL),-3,-24,1
Motorola,moto g(7) optimo maxx(XT1955DL),-3,-24,1
Motorola,moto g(7) play,-3,-24,1
Motorola,moto g(7) plus,-3,-24,1
Motorola,moto g(7) power,-3,-24,1
Motorola,moto g(7) supra,-3,-24,1
Motorola,moto g(8),-3,-24,1
Motorola,moto g(8) play,-3,-24,1
Motorola,moto g(8) plus,-6,-20,1
Motorola,moto g(8) power,-3,-24,1
Motorola,moto g(8) power lite,-3,-24,1
Motorola,moto g8 power lite,-3,-24,1
Motorola,moto x4,-8,-26,2
Motorola,moto z3,-7,-27,2
Motorola,moto z4,0,-37,2
Motorola,motorola edge,-3,-24,1
Motorola,motorola edge plus,-3,-24,1
Motorola,motorola one,-3,-27,2
Motorola,motorola one action,-3,-24,1
Motorola,motorola one hyper,-3,-24,1
Motorola,motorola one macro,-3,-24,1
Motorola,motorola one power,-8,-26,1
Motorola,motorola one vision,-3,-24,1
Motorola,motorola one vision plus,-3,-24,1
Motorola,motorola one zoom,0,-37,1
Motorola,motorola razr,-3,-24,1
Motorola,titan_niibr_ds,-3,-24,1
Motorola,titan_retbr_dstv,-3,-24,1
Motorola,umts,-3,-24,1
Motorola,unknown,-3,-24,1
Nokia,N1,-2,-26,1
Nokia,Nebula,-2,-26,1
Nokia,Nokia 1,-3,-30,2
Nokia,Nokia 1 Plus,-2,-26,1
Nokia,Nokia 1.3,-2,-26,1
Nokia,Nokia 2,-4,-26,2
Nokia,Nokia 2 V,-2,-26,1
Nokia,Nokia 2.1,-9,-22,2
Nokia,Nokia 2.2,-2,-26,1
Nokia,Nokia 2.3,-2,-26,1
Nokia,Nokia 3 V,-2,-26,1
Nokia,Nokia 3.1,-7,-18,2
Nokia,Nokia 3.1 A,-2,-26,1
Nokia,Nokia 3.1 C,-2,-26,1
Nokia,Nokia 3.1 Plus,-2,-26,1
Nokia,Nokia 3.2,-2,-26,1
Nokia,Nokia 4.2,-2,-26,1
Nokia,Nokia 5.1,-2,-26,1
Nokia,Nokia 5.1 Plus,-2,-26,1
Nokia,Nokia 5.3,-2,-26,1
Nokia,Nokia 6.1,-2,-26,1
Nokia,Nokia 6.1 Plus,2,-28,2
Nokia,Nokia 6.2,-2,-26,1
Nokia,Nokia 7 plus,-1,-33,2
Nokia,Nokia 7.1,0,-33,2
Nokia,Nokia 7.2,-3,-7,2
Nokia,Nokia 8 Sirocco,2,-36,2
Nokia,Nokia 8.1,-2,-26,1
Nokia,Nokia 9,-2,-26,1
Nokia,Nokia C1,-2,-26,1
Nokia,Nokia C2,-2,-26,1
Nokia,Nokia X5,-2,-26,1
Nokia,Nokia X6,-2,-26,1
Nokia,Nokia X7,-2,-26,1
Nokia,Nokia X71,-2,-26,1
Nokia,TA-1000,1,-27,1
Nokia,TA-1003,1,-27,1
Nokia,TA-1004,-2,-26,1
Nokia,TA-1012,-2,-26,1
Nokia,TA-1020,-2,-26,1
Nokia,TA-1021,5,-24,1
Nokia,TA-1024,-2,-26,1
Nokia,TA-1025,5,-24,2
Nokia,TA-1027,-2,-26,1
Nokia,TA-1028,-2,-26,1
Nokia,TA-1032,-2,-26,1
Nokia,TA-1033,5,-24,1
Nokia,TA-1038,-2,-26,1
Nokia,TA-1039,5,-24,1
Nokia,TA-1041,-2,-26,1
Nokia,TA-1044,-2,-26,1
Nokia,TA-1052,-2,-26,1
Nokia,TA-1053,-2,-26,1
Nokia,TA-1054,-3,-31,2
OnePlus,A0001,-3,-28,1
OnePlus,GM1905,-3,-28,1
OnePlus,GM1915,-3,-28,1
OnePlus,GM1917,-3,-28,1
OnePlus,GM1920,-3,-28,1
OnePlus,GM1925,-3,-28,1
OnePlus,HD1905,-3,-28,1
OnePlus,HD1907,-3,-28,1
OnePlus,HD1913,-3,-28,1
OnePlus,HD1925,-3,-28,1
OnePlus,IN2013,-3,-28,1
OnePlus,IN2017,-3,-28,1
OnePlus,IN2019,-3,-28,1
OnePlus,IN2023,-3,-28,1
OnePlus,ONE A2003,-3,-28,1
OnePlus,ONE E1003,-3,-28,1
OnePlus,ONEPLUS A3000,-12,-29,2
OnePlus,ONEPLUS A5000,1,-25,2
OnePlus,ONEPLUS A5010,-2,-27,2
OnePlus,ONEPLUS A6003,0,-37,2
OnePlus,ONEPLUS A6013,-2,-24,2
OnePlus,One,-3,-28,1
OnePlus,Oneplus_Dosa_IN,-3,-28,1
Orbic,R370L,2,-27,1
Orbic,RC506LT,2,-27,1
Orbic,RC555L,2,-27,2
Razer,Forge,-4,-30,1
Razer,Phone,-3,-33,2
Razer,Phone 2,-5,-27,2
Samsung,403SC,-3,-24,1
Samsung,404SC,4,-21,1
Samsung,Behold II,-3,-24,1
Samsung,EK-GC100,-3,-24,1
Samsung,EK-GC110,-3,-24,1
Samsung,EK-GC120,-3,-24,1
Samsung,EK-GC200,-3,-24,1
Samsung,EK-GN100,-3,-24,1
Samsung,EK-GN120,-3,-24,1
Samsung,EK-GN120A,-3,-24,1
Samsung,EK-KC100K,-3,-24,1
Samsung,EK-KC100S,-3,-24,1
Samsung,EK-KC120K,-3,-24,1
Samsung,EK-KC120L,-3,-24,1
Samsung,EK-KC120S,-3,-24,1
Samsung,GT-B5330,-3,-24,1
Samsung,GT-B5330B,-3,-24,1
Samsung,GT-B5330L,-3,-24,1
Samsung,GT-B5510,-3,-24,1
Samsung,GT-B5510B,-3,-24,1
Samsung,GT-B5510L,-3,-24,1
Samsung,GT-B5512,-3,-24,1
Samsung,GT-B5512B,-3,-24,1
Samsung,GT-B7510,-3,-24,1
Samsung,GT-B7510B,-3,-24,1
Samsung,GT-B7510L,-3,-24,1
Samsung,GT-B7810,-3,-24,1
Samsung,GT-B9062,-3,-24,1
Samsung,GT-B9120,-3,-24,1
Samsung,GT-B9150,-3,-24,1
Samsung,GT-B9388,-3,-24,1
Samsung,GT-I5500,-3,-24,1
Samsung,GT-I5500B,-3,-24,1
Samsung,GT-I5500L,-3,-24,1
Samsung,GT-I5500M,-3,-24,1
Samsung,GT-I5503,-3,-24,1
Samsung,GT-I5503T,-3,-24,1
Samsung,GT-I5508,-3,-24,1
Samsung,GT-I5510,-3,-24,1
Samsung,GT-I5510L,-3,-24,1
Samsung,GT-I5510M,-3,-24,1
Samsung,GT-I5510T,-3,-24,1
Samsung,GT-I5700L,-3,-24,1
Samsung,GT-I5700R,-3,-24,1
Samsung,GT-I5800,-3,-24,1
Samsung,GT-I5800D,-3,-24,1
Samsung,GT-I5800L,-3,-24,1
Samsung,GT-I5801,-3,-24,1
Samsung,GT-I8150,-3,-24,1
Samsung,GT-I8150B,-3,-24,1
Samsung,GT-I8150T,-3,-24,1
Samsung,GT-I8160,-3,-24,1
Samsung,GT-I8160L,-3,-24,1
Samsung,GT-I8160P,-3,-24,1
Samsung,GT-I8190,-3,-24,1
Samsung,GT-I8190L,-3,-24,1
Samsung,GT-I8190N,-3,-24,1
Samsung,GT-I8190T,-3,-24,1
Samsung,GT-I8200,-3,-24,1
Samsung,GT-I8200L,-3,-24,1
Samsung,GT-I8200N,-3,-24,1
Samsung,GT-I8200Q,-3,-24,1
Samsung,GT-I8250,-3,-24,1
Samsung,GT-I8258,-3,-24,1
Samsung,GT-I8260,-3,-24,1
Samsung,GT-I8260E,-3,-24,1
Samsung,GT-I8260L,-3,-24,1
Samsung,GT-I8262,-3,-24,1
Samsung,GT-I8262B,-3,-24,1
Samsung,GT-I8262D,-3,-24,1
Samsung,GT-I8268,-3,-24,1
Samsung,GT-I8530,-3,-24,1
Samsung,GT-I8550E,-3,-24,1
Samsung,GT-I8550L,-3,-24,1
Samsung,GT-I8552,-3,-24,1
Samsung,GT-I8552B,-3,-24,1
Samsung,GT-I8558,-3,-24,1
Samsung,GT-I8580,-3,-24,1
Samsung,GT-I8730,-3,-24,1
Samsung,GT-I8730T,-3,-24,1
Samsung,GT-I9000,-3,-24,1
Samsung,GT-I9000B,-3,-24,1
Samsung,GT-I9000M,-3,-24,1
Samsung,GT-I9000T,-3,-24,1
Samsung,GT-I9001,-3,-24,1
Samsung,GT-I9003,-3,-24,1
Samsung,GT-I9003L,-3,-24,1
Samsung,GT-I9008L,-3,-24,1
Samsung,GT-I9010,-3,-24,1
Samsung,GT-I9018,-3,-24,1
Samsung,GT-I9050,-3,-24,1
Samsung,GT-I9060,-3,-24,1
Samsung,GT-I9060C,-3,-24,1
Samsung,GT-I9060I,-3,-24,1
Samsung,GT-I9060L,-3,-24,1
Samsung,GT-I9060M,-3,-24,1
Samsung,GT-I9063T,-3,-24,1
Samsung,GT-I9070,-3,-24,1
Samsung,GT-I9070P,-3,-24,1
Samsung,GT-I9080E,-3,-24,1
Samsung,GT-I9080L,-3,-24,1
Samsung,GT-I9082,-3,-24,1
Samsung,GT-I9082C,-3,-24,1
Samsung,GT-I9082L,-3,-24,1
Samsung,GT-I9082i,-3,-24,1
Samsung,GT-I9100,-3,-24,1
Samsung,GT-I9100G,-3,-24,1
Samsung,GT-I9100M,-3,-24,1
Samsung,GT-I9100P,-3,-24,1
Samsung,GT-I9100T,-3,-24,1
Samsung,GT-I9103,-3,-24,1
Samsung,GT-I9105,-3,-24,1
Samsung,GT-I9105P,-3,-24,1
Samsung,GT-I9108,-3,-24,1
Samsung,GT-I9118,-3,-24,1
Samsung,GT-I9128,-3,-24,1
Samsung,GT-I9128E,-3,-24,1
Samsung,GT-I9128I,-3,-24,1
Samsung,GT-I9128V,-3,-24,1
Samsung,GT-I9150,-3,-24,1
Samsung,GT-I9152,-3,-24,1
Samsung,GT-I9152P,-3,-24,1
Samsung,GT-I9158,-3,-24,1
Samsung,GT-I9158P,-3,-24,1
Samsung,GT-I9158V,-3,-24,1
Samsung,GT-I9168,-3,-24,1
Samsung,GT-I9168I,-3,-24,1
Samsung,GT-I9190,-3,-24,1
Samsung,GT-I9192,-3,-24,1
Samsung,GT-I9192I,-3,-24,1
Samsung,GT-I9195,-3,-24,1
Samsung,GT-I9195I,-3,-24,1
Samsung,GT-I9195L,-3,-24,1
Samsung,GT-I9195T,-3,-24,1
Samsung,GT-I9195X,-3,-24,1
Samsung,GT-I9197,-3,-24,1
Samsung,GT-I9200,-3,-24,1
Samsung,GT-I9205,-3,-24,1
Samsung,GT-I9208,-3,-24,1
Samsung,GT-I9210,-3,-24,1
Samsung,GT-I9210T,-3,-24,1
Samsung,GT-I9220,-3,-24,1
Samsung,GT-I9228,-3,-24,1
Samsung,GT-I9230,-3,-24,1
Samsung,GT-I9235,-3,-24,1
Samsung,GT-I9260,-3,-24,1
Samsung,GT-I9268,-3,-24,1
Samsung,GT-I9295,-3,-24,1
Samsung,GT-I9300,-3,-24,1
Samsung,GT-I9300I,-3,-24,1
Samsung,GT-I9300T,-3,-24,1
Samsung,GT-I9301I,-3,-24,1
Samsung,GT-I9301Q,-3,-24,1
Samsung,GT-I9305,-3,-24,1
Samsung,GT-I9305N,-3,-24,1
Samsung,GT-I9305T,-3,-24,1
Samsung,GT-I9308,-3,-24,1
Samsung,GT-I9308I,-3,-24,1
Samsung,GT-I9500,-3,-24,1
Samsung,GT-I9502,-3,-24,1
Samsung,GT-I9505,-3,-24,1
Samsung,GT-I9505G,-3,-24,1
Samsung,GT-I9505X,-3,-24,1
Samsung,GT-I9506,-3,-24,1
Samsung,GT-I9507,-3,-24,1
Samsung,GT-I9507V,-3,-24,1
Samsung,GT-I9508,-3,-24,1
Samsung,GT-I9508C,-3,-24,1
Samsung,GT-I9508V,-3,-24,1
Samsung,GT-I9515,-3,-24,1
Samsung,GT-I9515L,-3,-24,1
Samsung,GT-N5100,-3,-24,1
Samsung,GT-N5105,-3,-24,1
Samsung,GT-N5110,-3,-24,1
Samsung,GT-N5120,-3,-24,1
Samsung,GT-N7000,-3,-24,1
Samsung,GT-N7000B,-3,-24,1
Samsung,GT-N7005,-3,-24,1
Samsung,GT-N7100,-3,-24,1
Samsung,GT-N7100T,-3,-24,1
Samsung,GT-N7102,-3,-24,1
Samsung,GT-N7102i,-3,-24,1
Samsung,GT-N7105,-3,-24,1
Samsung,GT-N7105T,-3,-24,1
Samsung,GT-N7108,-3,-24,1
Samsung,GT-N7108D,-3,-24,1
Samsung,GT-N8000,-3,-24,1
Samsung,GT-N8005,-3,-24,1
Samsung,GT-N8010,-3,-24,1
Samsung,GT-N8013,-3,-24,1
Samsung,GT-N8020,-3,-24,1
Samsung,GT-P1000,-3,-24,1
Samsung,GT-P1000L,-3,-24,1
Samsung,GT-P1000M,-3,-24,1
Samsung,GT-P1000N,-3,-24,1
Samsung,GT-P1000R,-3,-24,1
Samsung,GT-P1000T,-3,-24,1
Samsung,GT-P1010,-3,-24,1
Samsung,GT-P1013,-3,-24,1
Samsung,GT-P3100,-3,-24,1
Samsung,GT-P3100B,-3,-24,1
Samsung,GT-P3105,-3,-24,1
Samsung,GT-P3108,-3,-24,1
Samsung,GT-P3110,-3,-24,1
Samsung,GT-P3113,-3,-24,1
Samsung,GT-P5100,-3,-24,1
Samsung,GT-P5110,-3,-24,1
Samsung,GT-P5113,-3,-24,1
Samsung,GT-P5200,-3,-24,1
Samsung,GT-P5210,-3,-24,1
Samsung,GT-P5210XD1,-3,-24,1
Samsung,GT-P5220,-3,-24,1
Samsung,GT-P6200,-3,-24,1
Samsung,GT-P6200L,-3,-24,1
Samsung,GT-P6201,-3,-24,1
Samsung,GT-P6210,-3,-24,1
Samsung,GT-P6211,-3,-24,1
Samsung,GT-P6800,-3,-24,1
Samsung,GT-P6810,-3,-24,1
Samsung,GT-P7100,-3,-24,1
Samsung,GT-P7300,-3,-24,1
Samsung,GT-P7300B,-3,-24,1
Samsung,GT-P7310,-3,-24,1
Samsung,GT-P7320,-3,-24,1
Samsung,GT-P7320T,-3,-24,1
Samsung,GT-P7500,-3,-24,1
Samsung,GT-P7500D,-3,-24,1
Samsung,GT-P7500M,-3,-24,1
Samsung,GT-P7500R,-3,-24,1
Samsung,GT-P7500V,-3,-24,1
Samsung,GT-P7501,-3,-24,1
Samsung,GT-P7503,-3,-24,1
Samsung,GT-P7510,-3,-24,1
Samsung,GT-P7511,-3,-24,1
Samsung,GT-S5280,-3,-24,1
Samsung,GT-S5282,-3,-24,1
Samsung,GT-S5283B,-3,-24,1
Samsung,GT-S5300,-3,-24,1
Samsung,GT-S5300B,-3,-24,1
Samsung,GT-S5300L,-3,-24,1
Samsung,GT-S5301,-3,-24,1
Samsung,GT-S5301B,-3,-24,1
Samsung,GT-S5301L,-3,-24,1
Samsung,GT-S5302,-3,-24,1
Samsung,GT-S5302B,-3,-24,1
Samsung,GT-S5303,-3,-24,1
Samsung,GT-S5303B,-3,-24,1
Samsung,GT-S5310,-3,-24,1
Samsung,GT-S5310B,-3,-24,1
Samsung,GT-S5310C,-3,-24,1
Samsung,GT-S5310E,-3,-24,1
Samsung,GT-S5310G,-3,-24,1
Samsung,GT-S5310I,-3,-24,1
Samsung,GT-S5310L,-3,-24,1
Samsung,GT-S5310M,-3,-24,1
Samsung,GT-S5310N,-3,-24,1
Samsung,GT-S5310T,-3,-24,1
Samsung,GT-S5312,-3,-24,1
Samsung,GT-S5312B,-3,-24,1
Samsung,GT-S5312C,-3,-24,1
Samsung,GT-S5312L,-3,-24,1
Samsung,GT-S5312M,-3,-24,1
Samsung,GT-S5360,-3,-24,1
Samsung,GT-S5360B,-3,-24,1
Samsung,GT-S5360L,-3,-24,1
Samsung,GT-S5360T,-3,-24,1
Samsung,GT-S5363,-3,-24,1
Samsung,GT-S5367,-3,-24,1
Samsung,GT-S5368,-3,-24,1
Samsung,GT-S5369,-3,-24,1
Samsung,GT-S5570,-3,-24,1
Samsung,GT-S5570B,-3,-24,1
Samsung,GT-S5570I,-3,-24,1
Samsung,GT-S5570L,-3,-24,1
Samsung,GT-S5578,-3,-24,1
Samsung,GT-S5660,-3,-24,1
Samsung,GT-S5660B,-3,-24,1
Samsung,GT-S5660L,-3,-24,1
Samsung,GT-S5660M,-3,-24,1
Samsung,GT-S5660V,-3,-24,1
Samsung,GT-S5670,-3,-24,1
Samsung,GT-S5670B,-3,-24,1
Samsung,GT-S5670L,-3,-24,1
Samsung,GT-S5690,-3,-24,1
Samsung,GT-S5690L,-3,-24,1
Samsung,GT-S5690M,-3,-24,1
Samsung,GT-S5690R,-3,-24,1
Samsung,GT-S5698,-3,-24,1
Samsung,GT-S5820,-3,-24,1
Samsung,GT-S5830,-3,-24,1
Samsung,GT-S5830B,-3,-24,1
Samsung,GT-S5830C,-3,-24,1
Samsung,GT-S5830D,-3,-24,1
Samsung,GT-S5830F,-3,-24,1
Samsung,GT-S5830G,-3,-24,1
Samsung,GT-S5830L,-3,-24,1
Samsung,GT-S5830M,-3,-24,1
Samsung,GT-S5830T,-3,-24,1
Samsung,GT-S5830V,-3,-24,1
Samsung,GT-S5830i,-3,-24,1
Samsung,GT-S5831i,-3,-24,1
Samsung,GT-S5838,-3,-24,1
Samsung,GT-S5839i,-3,-24,1
Samsung,GT-S6010,-3,-24,1
Samsung,GT-S6010L,-3,-24,1
Samsung,GT-S6012,-3,-24,1
Samsung,GT-S6012B,-3,-24,1
Samsung,GT-S6102,-3,-24,1
Samsung,GT-S6102B,-3,-24,1
Samsung,GT-S6102E,-3,-24,1
Samsung,GT-S6108,-3,-24,1
Samsung,GT-S6293T,-3,-24,1
Samsung,GT-S6310,-3,-24,1
Samsung,GT-S6310B,-3,-24,1
Samsung,GT-S6310L,-3,-24,1
Samsung,GT-S6310N,-3,-24,1
Samsung,GT-S6310T,-3,-24,1
Samsung,GT-S6312,-3,-24,1
Samsung,GT-S6313T,-3,-24,1
Samsung,GT-S6352,-3,-24,1
Samsung,GT-S6358,-3,-24,1
Samsung,GT-S6500,-3,-24,1
Samsung,GT-S6500D,-3,-24,1
Samsung,GT-S6500L,-3,-24,1
Samsung,GT-S6500T,-3,-24,1
Samsung,GT-S6790,-3,-24,1
Samsung,GT-S6790E,-3,-24,1
Samsung,GT-S6790L,-3,-24,1
Samsung,GT-S6790N,-3,-24,1
Samsung,GT-S6792L,-3,-24,1
Samsung,GT-S6800,-3,-24,1
Samsung,GT-S6802,-3,-24,1
Samsung,GT-S6802B,-3,-24,1
Samsung,GT-S6810,-3,-24,1
Samsung,GT-S6810B,-3,-24,1
Samsung,GT-S6810E,-3,-24,1
Samsung,GT-S6810L,-3,-24,1
Samsung,GT-S6810M,-3,-24,1
Samsung,GT-S6810P,-3,-24,1
Samsung,GT-S6812,-3,-24,1
Samsung,GT-S6812B,-3,-24,1
Samsung,GT-S6812C,-3,-24,1
Samsung,GT-S6812i,-3,-24,1
Samsung,GT-S6818,-3,-24,1
Samsung,GT-S6818V,-3,-24,1
Samsung,GT-S7262,-3,-24,1
Samsung,GT-S7270,-3,-24,1
Samsung,GT-S7270L,-3,-24,1
Samsung,GT-S7272,-3,-24,1
Samsung,GT-S7272C,-3,-24,1
Samsung,GT-S7273T,-3,-24,1
Samsung,GT-S7275,-3,-24,1
Samsung,GT-S7275B,-3,-24,1
Samsung,GT-S7275R,-3,-24,1
Samsung,GT-S7275T,-3,-24,1
Samsung,GT-S7275Y,-3,-24,1
Samsung,GT-S7278,-3,-24,1
Samsung,GT-S7278U,-3,-24,1
Samsung,GT-S7390,-3,-24,1
Samsung,GT-S7390E,-3,-24,1
Samsung,GT-S7390G,-3,-24,1
Samsung,GT-S7390L,-3,-24,1
Samsung,GT-S7392,-3,-24,1
Samsung,GT-S7392L,-3,-24,1
Samsung,GT-S7500,-3,-24,1
Samsung,GT-S7500L,-3,-24,1
Samsung,GT-S7500T,-3,-24,1
Samsung,GT-S7500W,-3,-24,1
Samsung,GT-S7508,-3,-24,1
Samsung,GT-S7560,-3,-24,1
Samsung,GT-S7560M,-3,-24,1
Samsung,GT-S7562,-3,-24,1
Samsung,GT-S7562C,-3,-24,1
Samsung,GT-S7562L,-3,-24,1
Samsung,GT-S7562i,-3,-24,1
Samsung,GT-S7566,-3,-24,1
Samsung,GT-S7568,-3,-24,1
Samsung,GT-S7568I,-3,-24,1
Samsung,GT-S7572,-3,-24,1
Samsung,GT-S7580,-3,-24,1
Samsung,GT-S7580E,-3,-24,1
Samsung,GT-S7580L,-3,-24,1
Samsung,GT-S7582,-3,-24,1
Samsung,GT-S7582L,-3,-24,1
Samsung,GT-S7583T,-3,-24,1
Samsung,GT-S7710,-3,-24,1
Samsung,GT-S7710L,-3,-24,1
Samsung,GT-S7898,-3,-24,1
Samsung,GT-S7898I,-3,-24,1
Samsung,GT-i5700,-3,-24,1
Samsung,Galaxy Nexus,-3,-24,1
Samsung,Galaxy X,-3,-24,1
Samsung,Gear Live,-3,-24,1
